1433E_MOUSE
CRYAB_MOUSE
CSPG4_MOUSE
CTNA1_MOUSE
CTNA1_MOUSE
CTNB1_MOUSE
CTND1_MOUSE
CTND1_MOUSE
CTND1_MOUSE
CTR2_MOUSE
CXA1_MOUSE
CYC_MOUSE
CYC_MOUSE
CYC_MOUSE
CYTSB_MOUSE
CYTSB_MOUSE
DAG1_MOUSE
DAG1_MOUSE
DBR1_MOUSE
DC1I2_MOUSE
DC1L1_MOUSE
DCAF8_MOUSE
DDX10_MOUSE
DDX10_MOUSE
DDX54_MOUSE
DEK_MOUSE
DEK_MOUSE
DESM_MOUSE
DI3L2_MOUSE
DIDO1_MOUSE
DLDH_MOUSE
DLGP4_MOUSE
DMD_MOUSE
DMD_MOUSE
DMD_MOUSE
DNJC5_MOUSE
DNJC5_MOUSE
DOCK2_MOUSE
DOCK6_MOUSE
DOCK7_MOUSE
DOCK7_MOUSE
DOK3_MOUSE
DUS27_MOUSE
DUS27_MOUSE
DUS27_MOUSE
DUS27_MOUSE
DUS27_MOUSE
DUS27_MOUSE
DUS27_MOUSE
DUS27_MOUSE
DUS27_MOUSE
DUS27_MOUSE
DUS27_MOUSE
DYST_MOUSE
E41L2_MOUSE
EF1B_MOUSE
EF1D_MOUSE
EF2_MOUSE
EH1L1_MOUSE
EHD2_MOUSE
EHMT2_MOUSE
EIF2A_MOUSE
EIF3B_MOUSE
EIF3B_MOUSE
EIF3B_MOUSE
EIF3B_MOUSE
EIF3B_MOUSE
EIF3G_MOUSE
ELF1_MOUSE ETS
ENAH_MOUSE
ENAH_MOUSE
ENOA_MOUSE
ENOA_MOUSE
ENOA_MOUSE
ENOB_MOUSE
ENOB_MOUSE
ENOB_MOUSE
ENOB_MOUSE
ENOG_MOUSE
ENOG_MOUSE
EPN1_MOUSE
EPN1_MOUSE
EPN1_MOUSE
EPN1_MOUSE
EPN1_MOUSE
ERBIN_MOUSE
ERRFI_MOUSE
ESYT2_MOUSE
ESYT2_MOUSE
ESYT2_MOUSE
ETFA_MOUSE
ETV3_MOUSE
EVA1A_MOUSE
EVA1B_MOUSE
EVA1B_MOUSE
EYA3_MOUSE
EYA4_MOUSE
F120A_MOUSE
F120A_MOUSE
F177A_MOUSE
F177A_MOUSE
F261_MOUSE
FA13C_MOUSE
FAK1_MOUSE
FARP1_MOUSE
FBLN2_MOUSE
FBP1L_MOUSE
FBX38_MOUSE
FBX38_MOUSE
FCERG_MOUSE
FETUA_MOUSE
FETUA_MOUSE
FETUA_MOUSE
FEZ2_MOUSE
FLI1_MOUSE
FLNA_MOUSE
FLNA_MOUSE
FLNA_MOUSE
FLNA_MOUSE
FLNC_MOUSE
FLNC_MOUSE
FLNC_MOUSE
FLNC_MOUSE
FLNC_MOUSE
FLNC_MOUSE
FLNC_MOUSE
FLNC_MOUSE
FLNC_MOUSE
FLNC_MOUSE
FNBP4_MOUSE
FUND1_MOUSE
FUND1_MOUSE
FUND1_MOUSE
FUND1_MOUSE
FXR1_MOUSE
FXR1_MOUSE
FXR1_MOUSE
FXR1_MOUSE
FXR1_MOUSE
FXR1_MOUSE
FYB1_MOUSE
FYCO1_MOUSE
G3BP1_MOUSE
G3BP1_MOUSE
G3BP1_MOUSE
GAB2_MOUSE
GAPD1_MOUSE
GAPD1_MOUSE
GAPD1_MOUSE
GDIR1_MOUSE
GEPH_MOUSE
GEPH_MOUSE
GGYF2_MOUSE
GIT1_MOUSE
GIT2_MOUSE
GIT2_MOUSE
GORS1_MOUSE
GORS2_MOUSE
GORS2_MOUSE
GPSM3_MOUSE
GRP2_MOUSE
GRP2_MOUSE
GRP2_MOUSE
GRP2_MOUSE
GT253_MOUSE
GTPB1_MOUSE
GYS1_MOUSE
GYS1_MOUSE
GYS1_MOUSE
GYS1_MOUSE
GYS1_MOUSE
GYS1_MOUSE
GYS1_MOUSE
GYS1_MOUSE
GYS1_MOUSE
H15_MOUSE
H2AY_MOUSE
H4_MOUSE Histone H4
HAP28_MOUSE
HBB1_MOUSE
HBB1_MOUSE
HBS1L_MOUSE
HDAC2_MOUSE
HDAC2_MOUSE
HDAC4_MOUSE
HDAC4_MOUSE
HDAC4_MOUSE
HDGF_MOUSE
HECD1_MOUSE
HMGN1_MOUSE
HMGN1_MOUSE
HNRH1_MOUSE
HNRLL_MOUSE
HNRPC_MOUSE
HNRPC_MOUSE
HNRPD_MOUSE
HOOK3_MOUSE
HP1B3_MOUSE
HS105_MOUSE
HS105_MOUSE
HS12B_MOUSE
HS90A_MOUSE
HS90A_MOUSE
HS90A_MOUSE
HS90A_MOUSE
HS90A_MOUSE
HS90B_MOUSE
HSPB3_MOUSE
HSPB3_MOUSE
HSPB6_MOUSE
HTF4_MOUSE
HTSF1_MOUSE
HUWE1_MOUSE
HYCCI_MOUSE
I2BP2_MOUSE
I2BPL_MOUSE
I2BPL_MOUSE
IBP5_MOUSE
IF2P_MOUSE
IF2P_MOUSE
IF2P_MOUSE
IF4B_MOUSE
IF4B_MOUSE
IF4G1_MOUSE
IF4G1_MOUSE
IF4G1_MOUSE
IF4G1_MOUSE
IF4G3_MOUSE
IMA4_MOUSE
INAR2_MOUSE
INP4B_MOUSE
INT3_MOUSE
IPP2_MOUSE
IPP2_MOUSE
IRS1_MOUSE
ITSN1_MOUSE
JIP4_MOUSE
JPH1_MOUSE
JPH1_MOUSE
JPH2_MOUSE
JPH2_MOUSE
JPH2_MOUSE
JPH2_MOUSE
JPH2_MOUSE
JPH2_MOUSE
JPH2_MOUSE
JSPR1_MOUSE
JSPR1_MOUSE
JSPR1_MOUSE
JSPR1_MOUSE
JSPR1_MOUSE
JSPR1_MOUSE
JUN_MOUSE
JUN_MOUSE
JUND_MOUSE
JUPI1_MOUSE
K0513_MOUSE
K0513_MOUSE
K1522_MOUSE
KANK2_MOUSE
KANL1_MOUSE
KAPCA_MOUSE
KAPCA_MOUSE
KAPCA_MOUSE
KAT7_MOUSE
KCNJ8_MOUSE
KCNQ5_MOUSE
KCRM_MOUSE
KCRM_MOUSE
KCRS_MOUSE
KKCC1_MOUSE
KLC2_MOUSE
KLC2_MOUSE
KPBB_MOUSE
KPCD_MOUSE
KPCE_MOUSE
KS6A3_MOUSE
KS6A3_MOUSE
KS6A3_MOUSE
KSR1_MOUSE
KTI12_MOUSE
LAP2A_MOUSE
LAP2A_MOUSE
LAP2B_MOUSE
LAR4B_MOUSE
LARP1_MOUSE
LARP1_MOUSE
LARP7_MOUSE
LAT3_MOUSE
LBH_MOUSE
LBN_MOUSE
LDB3_MOUSE
LDB3_MOUSE
LDB3_MOUSE
LDB3_MOUSE
LDB3_MOUSE
LDHA_MOUSE
LEO1_MOUSE
LIMA1_MOUSE
LIMA1_MOUSE
LIMC1_MOUSE
LIMC1_MOUSE
LIMC1_MOUSE
LIMC1_MOUSE
LIMC1_MOUSE
LIMC1_MOUSE
LIMC1_MOUSE
LIMC1_MOUSE
LIMC1_MOUSE
LIPB1_MOUSE
LIPB1_MOUSE
LIPB1_MOUSE
LIPB1_MOUSE
LMNA_MOUSE
LMOD2_MOUSE
LMOD2_MOUSE
LMOD2_MOUSE
LMOD2_MOUSE
LMOD2_MOUSE
LNP_MOUSE
LRBA_MOUSE
LRRF2_MOUSE
LRRF2_MOUSE
LSP1_MOUSE
M21D2_MOUSE
M21D2_MOUSE
M3K3_MOUSE
MA7D1_MOUSE
MA7D1_MOUSE
MACF1_MOUSE
MACF1_MOUSE
MACF1_MOUSE
MACF1_MOUSE
MAP1A_MOUSE
MAP1B_MOUSE
MAP1B_MOUSE
MAP1B_MOUSE
MAP1B_MOUSE
MAP4_MOUSE
MAP4_MOUSE
MAP4_MOUSE
MAP4_MOUSE
MAP4_MOUSE
MAP4_MOUSE
MAP4_MOUSE
MARCS_MOUSE
MARCS_MOUSE
MARCS_MOUSE
MARCS_MOUSE
MARCS_MOUSE
MARCS_MOUSE
MARH7_MOUSE
MARH7_MOUSE
MAST2_MOUSE
MAST2_MOUSE
MATR3_MOUSE
MAVS_MOUSE
MAVS_MOUSE
MBB1A_MOUSE
MBB1A_MOUSE
MBB1A_MOUSE
MBP_MOUSE
MBP_MOUSE
MCAF1_MOUSE
MCF2L_MOUSE
MCF2L_MOUSE
MCF2L_MOUSE
MCM3_MOUSE
MDHC_MOUSE
MDM2_MOUSE
MEF2D_MOUSE
MIC19_MOUSE
MICA3_MOUSE
MK01_MOUSE
MK03_MOUSE
MLIP_MOUSE
MLIP_MOUSE
MLIP_MOUSE
MLIP_MOUSE
MLRV_MOUSE
MLRV_MOUSE
MON1A_MOUSE
MOT1_MOUSE
MP2K2_MOUSE
MP2K2_MOUSE
MPDZ_MOUSE
MPDZ_MOUSE
MRP1_MOUSE
MTMRA_MOUSE
MTOR_MOUSE
MXRA7_MOUSE
MY18A_MOUSE
MY18A_MOUSE
MY18A_MOUSE
MY18A_MOUSE
MY18A_MOUSE
MY18A_MOUSE
MY18A_MOUSE
MYBPH_MOUSE
MYBPH_MOUSE
MYBPH_MOUSE
MYF6_MOUSE
MYG_MOUSE
MYH1_MOUSE
MYH1_MOUSE
MYH1_MOUSE
MYH1_MOUSE
MYH1_MOUSE
MYH1_MOUSE
MYH1_MOUSE
MYH1_MOUSE
MYH1_MOUSE
MYH1_MOUSE
MYH1_MOUSE
MYH1_MOUSE
MYH1_MOUSE
MYH1_MOUSE
MYH1_MOUSE
MYH1_MOUSE
MYH1_MOUSE
MYH1_MOUSE
MYH1_MOUSE
MYH10_MOUSE
MYH3_MOUSE
MYH3_MOUSE
MYH4_MOUSE
MYH4_MOUSE
MYH4_MOUSE
MYH4_MOUSE
MYH4_MOUSE
MYH4_MOUSE
MYH4_MOUSE
MYH4_MOUSE
MYH4_MOUSE
MYH4_MOUSE
MYH4_MOUSE
MYH4_MOUSE
MYH4_MOUSE
MYH6_MOUSE
MYH6_MOUSE
MYH7_MOUSE
MYH7_MOUSE
MYH7_MOUSE
MYH7_MOUSE
MYH7_MOUSE
MYH7_MOUSE
MYH7B_MOUSE
MYH8_MOUSE
MYH8_MOUSE
MYH8_MOUSE
MYH8_MOUSE
MYH8_MOUSE
MYH8_MOUSE
MYH8_MOUSE
MYL1_MOUSE
MYLK_MOUSE
MYLK2_MOUSE
MYO9B_MOUSE
MYO9B_MOUSE
MYOM1_MOUSE
MYOM1_MOUSE
MYOM1_MOUSE
MYOM1_MOUSE
MYOM1_MOUSE
MYOM1_MOUSE
MYOM3_MOUSE
MYOM3_MOUSE
MYOM3_MOUSE
MYOM3_MOUSE
MYOM3_MOUSE
MYOM3_MOUSE
MYOM3_MOUSE
MYOM3_MOUSE
MYOM3_MOUSE
MYOZ1_MOUSE
MYOZ1_MOUSE
MYOZ1_MOUSE
MYOZ1_MOUSE
MYOZ1_MOUSE
MYOZ2_MOUSE
MYOZ2_MOUSE
MYOZ2_MOUSE
MYPN_MOUSE
MYPN_MOUSE
MYPT1_MOUSE
MYPT1_MOUSE
MYPT2_MOUSE
MYPT2_MOUSE
MYPT2_MOUSE
MYPT2_MOUSE
MYPT2_MOUSE
MYPT2_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NACAM_MOUSE
NCK1_MOUSE
NCOR1_MOUSE
NCOR2_MOUSE
NCOR2_MOUSE
NCOR2_MOUSE
NDKB_MOUSE
NDKB_MOUSE
NDKB_MOUSE
NDKB_MOUSE
NDRG1_MOUSE
NDRG1_MOUSE
NDRG1_MOUSE
NDRG2_MOUSE
NDRG2_MOUSE
NDRG2_MOUSE
NDRG2_MOUSE
NDRG2_MOUSE
NDRG2_MOUSE
NDRG2_MOUSE
NDRG2_MOUSE
NDUB4_MOUSE
NEDD4_MOUSE
NEDD4_MOUSE
NEST_MOUSE
NEST_MOUSE
NEST_MOUSE
NEST_MOUSE
NEST_MOUSE
NEST_MOUSE
NEST_MOUSE
NEST_MOUSE
NEST_MOUSE
NEXN_MOUSE
NEXN_MOUSE
NEXN_MOUSE
NEXN_MOUSE
NEXN_MOUSE
NEXN_MOUSE
NEXN_MOUSE
NFH_MOUSE
NFIA_MOUSE
NFIA_MOUSE
NFIB_MOUSE
NFIC_MOUSE
NFIC_MOUSE
NFIC_MOUSE
NFM_MOUSE
NFM_MOUSE
NHRF1_MOUSE
NHRF1_MOUSE
NIBA1_MOUSE
NIBA1_MOUSE
NIPA_MOUSE
NOLC1_MOUSE
NOP56_MOUSE
NP1L4_MOUSE
NR2C2_MOUSE
NRAP_MOUSE
NRAP_MOUSE
NRAP_MOUSE
NRAP_MOUSE
NRAP_MOUSE
NRAP_MOUSE
NU160_MOUSE
NU214_MOUSE
NU214_MOUSE
NUCL_MOUSE
NUMA1_MOUSE
NUP35_MOUSE
NUP98_MOUSE
OBSCN_MOUSE
OBSCN_MOUSE
OBSCN_MOUSE
OBSCN_MOUSE
OBSCN_MOUSE
OBSCN_MOUSE
OBSCN_MOUSE
ODPA_MOUSE
ODPA_MOUSE
ODPA_MOUSE
ODPA_MOUSE
ODPA_MOUSE
ODPA_MOUSE
ODPA_MOUSE
ODPA_MOUSE
OSBP1_MOUSE
OSTP_MOUSE
OTUD4_MOUSE
P66B_MOUSE
PACS1_MOUSE
PALLD_MOUSE
PALLD_MOUSE
PALLD_MOUSE
PALM_MOUSE
PAR3L_MOUSE
PBIP1_MOUSE
PBIP1_MOUSE
PBIP1_MOUSE
PCM1_MOUSE
PDCL3_MOUSE
PDE7A_MOUSE
PDE7B_MOUSE
PDLI7_MOUSE
PDS5A_MOUSE
PDS5B_MOUSE
PDS5B_MOUSE
PDS5B_MOUSE
PDXD1_MOUSE
PDXD1_MOUSE
PERM1_MOUSE
PERM1_MOUSE
PERM1_MOUSE
PERM1_MOUSE
PERM1_MOUSE
PERM1_MOUSE
PERM1_MOUSE
PERM1_MOUSE
PEX14_MOUSE
PEX14_MOUSE
PEX14_MOUSE
PEX14_MOUSE
PGAM2_MOUSE
PGAM2_MOUSE
PGK1_MOUSE
PGM1_MOUSE
PGM1_MOUSE
PGM2L_MOUSE
PGR1A_MOUSE
PGR1A_MOUSE
PGRC1_MOUSE
PGRC1_MOUSE
PGRC1_MOUSE
PGRC2_MOUSE
PHAR4_MOUSE
PHLB1_MOUSE
PHLB1_MOUSE
PHLB1_MOUSE
PHLB2_MOUSE
PI4KA_MOUSE
PI4KA_MOUSE
PI5PA_MOUSE
PI5PA_MOUSE
PI5PA_MOUSE
PKP4_MOUSE
PLCD1_MOUSE
PLEC_MOUSE
PLEC_MOUSE
PLEC_MOUSE
PLEC_MOUSE
PLEC_MOUSE
PLIN1_MOUSE
PLIN1_MOUSE
PLM_MOUSE
PLPP7_MOUSE
PNISR_MOUSE
POPD1_MOUSE
POPD1_MOUSE
POPD1_MOUSE
PP12C_MOUSE
PP4P2_MOUSE
PP4P2_MOUSE
PP4P2_MOUSE
PP4P2_MOUSE
PP6R1_MOUSE
PPR1A_MOUSE
PPR1A_MOUSE
PPR3A_MOUSE
PPR3A_MOUSE
PPR3A_MOUSE
PRRX1_MOUSE
PSMD1_MOUSE
PSMD4_MOUSE
PSMD4_MOUSE
PSN1_MOUSE
PTN12_MOUSE
PTN12_MOUSE
PTN12_MOUSE
PTN14_MOUSE
PTN21_MOUSE
PTN21_MOUSE
PXDC2_MOUSE
PXDC2_MOUSE
PYGM_MOUSE
PYR1_MOUSE
PYRG1_MOUSE
RAB3I_MOUSE
RAB3I_MOUSE
RABE1_MOUSE
RABE1_MOUSE
RABE1_MOUSE
RABE2_MOUSE
RAD_MOUSE
RADIL_MOUSE
RAF1_MOUSE
RAF1_MOUSE
RAF1_MOUSE
RAF1_MOUSE
RAF1_MOUSE
RALY_MOUSE
RALY_MOUSE
RAVR1_MOUSE
RBBP6_MOUSE
RBM15_MOUSE
RBM5_MOUSE
RBMX_MOUSE
RCOR3_MOUSE
RD23A_MOUSE
RELCH_MOUSE
REPS1_MOUSE
REQU_MOUSE
RETR2_MOUSE
RETR2_MOUSE
RFC1_MOUSE
RHG05_MOUSE
RHG12_MOUSE
RHG25_MOUSE
RHG29_MOUSE
RIC8A_MOUSE
RIC8A_MOUSE
RICTR_MOUSE
RIPR1_MOUSE
RL24_MOUSE
RLA1_MOUSE
RLGPB_MOUSE
RNF11_MOUSE
ROA1_MOUSE
ROA3_MOUSE
RPB1_MOUSE
RPB1_MOUSE
RPR1B_MOUSE
RRP5_MOUSE
RTKN_MOUSE
RTN1_MOUSE
RTN1_MOUSE
RTN1_MOUSE
RTN4_MOUSE
RTN4_MOUSE
RTN4_MOUSE
RYR1_MOUSE
S2546_MOUSE
S4A4_MOUSE
SAFB1_MOUSE
SASH1_MOUSE
SASH1_MOUSE
SASH1_MOUSE
SC16A_MOUSE
SC31A_MOUSE
SC61B_MOUSE
SCN5A_MOUSE
SCN5A_MOUSE
SCN5A_MOUSE
SCN5A_MOUSE
SCN5A_MOUSE
SCN5A_MOUSE
SCN5A_MOUSE
SCN5A_MOUSE
SCN5A_MOUSE
SCNM1_MOUSE
SCRIB_MOUSE
SCRIB_MOUSE
SEPT2_MOUSE
SESN1_MOUSE
SET1B_MOUSE
SF3B1_MOUSE
SFR1_MOUSE
SGPP1_MOUSE
SGPP1_MOUSE
SGPP1_MOUSE
SH3BG_MOUSE
SH3K1_MOUSE
SHAN3_MOUSE
SHAN3_MOUSE
SHIP1_MOUSE
SHRM3_MOUSE
SHRM3_MOUSE
SIPA1_MOUSE
SIR2_MOUSE
SIR2_MOUSE
SIR2_MOUSE
SIR2_MOUSE
SKT_MOUSE
SKT_MOUSE
SKT_MOUSE
SKT_MOUSE
SKT_MOUSE
SKT_MOUSE
SL9A1_MOUSE
SLAI2_MOUSE
SMAG1_MOUSE
SMBP2_MOUSE
SMCR8_MOUSE
SMRC2_MOUSE
SMTL1_MOUSE
SMTL1_MOUSE
SMTL1_MOUSE
SMTL1_MOUSE
SMTL1_MOUSE
SMTL1_MOUSE
SMTL1_MOUSE
SMTL2_MOUSE
SMTL2_MOUSE
SMTL2_MOUSE
SMTL2_MOUSE
SNIP1_MOUSE
SNTA1_MOUSE
SNTA1_MOUSE
SNTB1_MOUSE
SNX16_MOUSE
SNX16_MOUSE
SNX3_MOUSE
SO2B1_MOUSE
SP100_MOUSE
SPE39_MOUSE
SPEG_MOUSE
SPEG_MOUSE
SPEG_MOUSE
SPEG_MOUSE
SPEG_MOUSE
SPEG_MOUSE
SPEG_MOUSE
SPEG_MOUSE
SPEG_MOUSE
SPEG_MOUSE
SPEG_MOUSE
SPN90_MOUSE
SPT6H_MOUSE
SPTB2_MOUSE
SPTB2_MOUSE
SPTB2_MOUSE
SPTB2_MOUSE
SPTB2_MOUSE
SPTN1_MOUSE
SQSTM_MOUSE
SQSTM_MOUSE
SRBS1_MOUSE
SRBS1_MOUSE
SRBS1_MOUSE
SRBS1_MOUSE
SRBS1_MOUSE
SRBS1_MOUSE
SRBS2_MOUSE
SRC_MOUSE
SRC_MOUSE
SRC8_MOUSE
SRCA_MOUSE
SRCA_MOUSE
SRCA_MOUSE
SRCA_MOUSE
SRCA_MOUSE
SRCA_MOUSE
SRCA_MOUSE
SRCA_MOUSE
SRCA_MOUSE
SRPK3_MOUSE
SRRM1_MOUSE
SRRM1_MOUSE
SRRM1_MOUSE
SRRM1_MOUSE
SRRM1_MOUSE
SRRM2_MOUSE
SRRM2_MOUSE
SRRM2_MOUSE
SRRM2_MOUSE
SRRM2_MOUSE
SRRM2_MOUSE
SRRM2_MOUSE
SRSF9_MOUSE
SRSF9_MOUSE
SSH2_MOUSE
STIM1_MOUSE
STIM1_MOUSE
STIM1_MOUSE
STK4_MOUSE
STMN1_MOUSE
STRP1_MOUSE
STXB5_MOUSE
SVIL_MOUSE
SVIL_MOUSE
SYNCI_MOUSE
SYNCI_MOUSE
SYNCI_MOUSE
SYNE1_MOUSE
SYNEM_MOUSE
SYNEM_MOUSE
SYNEM_MOUSE
SYNP2_MOUSE
SYNP2_MOUSE
SYNP2_MOUSE
SYNPO_MOUSE
SYNPO_MOUSE
SYNPO_MOUSE
SYNPO_MOUSE
SYNPO_MOUSE
SYNPO_MOUSE
SYNPO_MOUSE
SYP2L_MOUSE
SYP2L_MOUSE
SYP2L_MOUSE
SYP2L_MOUSE
SYP2L_MOUSE
SYP2L_MOUSE
SYP2L_MOUSE
SYP2L_MOUSE
SYP2L_MOUSE
SYQ_MOUSE
T2FA_MOUSE
TACC2_MOUSE
TACC2_MOUSE
TACC2_MOUSE
TACC2_MOUSE
TACC2_MOUSE
TACC2_MOUSE
TACC2_MOUSE
TACC2_MOUSE
TAF12_MOUSE
TAF12_MOUSE
TALDO_MOUSE
TANC1_MOUSE
TAOK1_MOUSE
TARA_MOUSE
TASOR_MOUSE
TAU_MOUSE
TAU_MOUSE
TAU_MOUSE
TB182_MOUSE
TB182_MOUSE
TB182_MOUSE
TB182_MOUSE
TB182_MOUSE
TBCD1_MOUSE
TBCD4_MOUSE
TCOF_MOUSE
TEAD3_MOUSE
TEBP_MOUSE
TEBP_MOUSE
TELT_MOUSE
TELT_MOUSE
TFEB_MOUSE
TFPT_MOUSE
TGFI1_MOUSE
THUM1_MOUSE
THUM1_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
TITIN_MOUSE
